"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24"
"23.492/1665.99744129587",0.0315705695753177,0.0165586643154348,0.106451690679856,-0.677431459788976,-0.051710865826204,-0.0441277839907847,-0.0900772852601432,0.022686468558619,-0.0457825518701655,0.147750839918902,-0.0276760848144381,0.0699050523022945,-0.148231436556946,-0.0341546111833891,-0.0931119221945001,-0.171389246999125,-0.0307589222431252,-0.0165973901904485,-0.120279551797728,0.0803573747995535,0.248243524880194,-0.128632451545195,0.239921875221881,0.0612286355960828
"23.646/1671.42713233739",-0.0956465340668725,0.0163596261147988,-0.00174414257626874,-0.0106971080699086,-0.0987817724230605,-0.0130306024951078,-0.017523006290824,-0.0575970118412289,0.000522315577714597,0.00136506180664464,0.144186101541951,-0.0954889098301694,0.0253429328976409,-0.157896384585805,0.0572808251539875,0.0584834462005531,-0.0647277806875001,0.15084491897231,-0.00137299883538792,0.150022386028494,-0.0488384120607764,-0.0630166481253829,0.0295424219810124,0.00489239875178114
"23.746/1674.95290574097",-0.0783560874875861,0.202122616892207,-0.0332363500353533,-0.0234556187471821,0.224214059478313,-0.0210718821259024,-0.105421437536045,-0.0276370855734761,0.027111522970105,0.0123593019917997,0.104827579141837,-0.0662482909845492,-0.00804996185389036,-0.0657731081544715,0.0984120745260678,-0.0325235661828781,-0.117803549601384,0.184741475762877,-0.0511865180898883,-0.0675402746276603,0.0263704835912308,-0.0491381904026579,0.023718620340202,0.108136517708773
"23.877/1679.57166889966",-0.103022842573122,-0.0999527767087577,0.0325841999830397,-0.012588622520545,-0.0387576947051508,-0.0147596219927493,0.0122684767883349,-0.061261470053472,0.027638309363123,-0.0300542446371296,0.251413923108042,-0.100971018928632,-0.0279906944050766,-0.146036680097104,0.198692502779201,-0.0474816030655258,-0.156452479985134,0.125285240217066,0.16534384133749,-0.00889963267385414,0.0922407682000768,0.0130675936122152,0.0235495831500711,-0.0157368103976521
"24.102/1687.50465905771",-0.0957610977103153,0.0216328020136518,0.00163798693274079,-0.0105005569831433,-0.0388179076161717,-0.00919509374772021,-0.0291555485606686,0.00728832047870482,0.0553718236032024,-0.0241342715856086,0.108011783841089,-0.00934802323228993,-0.0126383831622596,-0.0389077196486775,0.0369577030155578,-0.0185487498695554,-0.0204027588865625,-0.0347630962797291,0.112308152999863,0.0760509007673937,-0.00496743712401613,0.0016747242565184,0.00126468044456777,-0.176093196990715
"24.278/1693.71002024801",0.102959720673039,0.0494064893651062,-0.0720529096626862,0.0851147533293432,0.0504837936134904,-0.0281295836246371,0.177764694874261,-0.0802148803771237,0.210373743175899,-0.129121246209124,-0.0177597980675118,-0.0437419256155051,0.0446939218572079,-0.134985107410006,0.082363516747531,0.0974448776233259,0.215234460104595,0.0454308739007004,0.00712026780085648,0.143690810216818,0.206550524386214,0.23900150775398,-0.0209885375739012,-0.0700381353239734
"24.301/1694.52094813084",-0.0670265102823149,0.312206209362497,-0.0932082913533569,0.00339314265695328,-0.407333478227911,0.00770000590807689,-0.0014985956477431,0.00502765082913948,0.0231919860486586,0.00481259759966303,0.00608024367711237,-0.000564423050188407,-0.00782812283966021,0.13284860626882,-0.00484888060446793,-0.156281267241328,0.0721011462528714,-0.0122343245148465,0.198285285912995,0.0685973906701753,0.0354932780764502,0.00395214683496688,-0.00387649589813518,0.0357141519782148
"24.399/1697.97620606634",-0.121750107190461,0.145160091125985,-0.0253223920635429,-0.019305568725761,-0.00606676620439871,-0.0246034559364612,-0.0177821773044791,0.0704033936864303,0.108686080922163,0.0968816009575293,0.307517993881113,-0.345362116566432,0.0285346834999608,0.114091686451748,0.132994163042314,-0.215845721079472,0.168160298765451,-0.251995668809174,-0.183957852367051,0.0542824763637994,-0.0813575328003675,-0.105553701880265,0.00947815727449395,0.0137244459080936
"24.495/1701.40537391684",-0.1052061849912,0.0325345669241201,0.00767160030044191,-0.0171155977706306,0.0496949393975003,-0.015074309299817,0.0206126970429052,0.0296844792308195,0.0442118999060523,0.00900998651706078,0.0828360465175105,0.0164318635110306,-0.00697228759163574,-0.0618880421313259,-0.00643236809184413,0.0618032436685073,-0.0471127966507694,0.0130533211271536,0.0156367186670806,0.133999480672188,-0.086773368219267,-0.0486197766311912,0.00937237437857381,-0.0541300145890771
"24.592/1704.9370130343",-0.0858348506569832,0.222877392577925,-0.0353061129524736,-0.0183004797751577,0.223025140533579,-0.0200808686068083,-0.089530045988311,0.172792308987199,0.128456798991319,0.0613717003193932,-0.0420091303220795,-0.012268480097935,-0.000471662183124171,0.16602901073633,-0.0422748111013206,-0.114625747221114,0.00849047369566718,0.292319991525811,0.167422661615013,-0.0405824786623001,0.116107092130003,0.0395417122009418,-0.000387660833386693,-0.0852627572863245
"25.163/1725.72635258137",-0.110622604916696,0.0614739713801489,-0.00783666408783844,-0.0101953160290962,-0.016162605354851,-0.0153362631685467,-0.185528701878564,0.198317358631309,0.284683301258981,-0.06730577985867,0.213329706293563,0.0186351011714985,-0.0401275117680066,0.0670780816298308,-0.0293276643226029,-0.0151785893162473,0.0608296541930744,0.0117325489002793,0.0343840087939511,0.222513971214004,-0.105803960915389,-0.0494385617206159,0.000354019540239185,-0.178405883378639
"25.273/1729.73130415787",-0.109936750971959,0.0753276059458152,-0.0161501730701897,-0.0134482302966652,0.0237171128511544,-0.00658400442143291,-0.202896204273001,-0.0901413671822129,0.0244388719506785,-0.0719170147325079,0.0884773413983954,-0.00572739120522775,0.0250811430741837,-0.0795246985252521,-0.0798669463427999,0.0795122663976339,0.104761449519184,-0.197473421464416,0.0305115314301549,0.1651459191797,-0.0849021253796158,0.015075616699612,-0.0215948512412962,0.221096303689937
"25.295/1730.53229447317",-0.107510199263605,0.0347405379723483,0.00769824929624438,-0.0179177087411676,0.0932053843791377,-0.010341115915208,0.020266655313737,0.0147112807503747,0.00364634517332438,0.0407135546150961,0.0448027855721936,0.00671186234271677,0.0173969499332474,0.0671993376852038,-0.15428523954258,0.121770364869839,0.133917117565782,-0.13999408759989,-0.112989839681013,0.0359906901602417,-0.0679854086832593,0.0292601326359867,-0.0350727197759449,0.0500722064809195
"25.922/1753.36051845919",-0.0985596023258473,-0.02830709699296,0.0209018183872937,-0.0203277927582026,0.142335036459999,-0.00830714411280293,-0.031925579938593,-0.109554067101263,-0.0426318488821744,-0.0234280844367878,0.125598555751188,0.0533338718909541,-0.0127938664231676,-0.0342322698177473,-0.107498421543933,0.19277852163511,0.0199025891928125,-0.0343059252869732,-0.012410455072226,0.0598834188441085,-0.0506699939103568,0.0570565592215583,-0.0319735993334174,0.057550165030139
"26.436/1771.85611301245",-0.0877220097280197,0.252319309956991,-0.0512886931826651,-0.0188588045452745,0.161483687827434,-0.00965380822661111,-0.21498150005414,-0.0268793725837329,0.0423602089529563,-0.0713430874561439,-0.0745980407187624,0.154512021553387,0.00207743878636238,-0.12624995490905,-0.0737414092780296,0.0830449413491218,-0.0717098985497973,-0.328302298969359,0.17027293553841,-0.338113387655292,0.185382923489025,0.179868249079587,-0.0370477595007019,-0.0177482791918876
"26.581/1777.35381926746",-0.132067545535674,0.133447601486926,-0.00945411624758219,-0.0179483972929496,0.216105501480848,-0.0110172089091727,-0.105887890273605,-0.0262226182111259,-0.0333713929613694,-0.00582342195660969,-0.137784712019794,-0.0271572784971212,0.0413544502768861,-0.00656855190346579,0.00121577059222982,-0.0812425632789577,0.116464157390052,0.0796056994989283,-0.279780767601631,-0.0280048747470056,-0.0232439938073071,-0.0866580965919191,-0.00205264096936,0.111328773820926
"27.512/1811.78220086937",0.0116973284592135,0.00575209274911218,0.0642220847608911,-0.348623965348749,-0.0318227350152002,-0.14074541415829,-0.0251900846988963,-0.225390287648343,0.270275743902926,0.256161231384895,-0.10553295048122,0.125351346642245,0.0648076549598458,0.0471574005553708,0.14007586119057,-0.0245157798428167,0.0375006284419976,0.011202591235595,-0.0921722197460425,0.0579375943788758,0.0148176270917733,0.17557139022848,-0.396398124715115,-0.0454362267758796
"27.667/1817.692366354",-0.121664832537724,0.0822850664389879,0.00400095445403011,-0.0170003631992608,0.138620066210851,-0.00746005381590955,0.0011395066739186,0.0225525059938063,0.02428716123176,-0.0281508328282286,-0.0226701357755612,0.0713528207920245,-0.0375863722824242,0.0602378630443457,0.0383936851925376,-0.0814037781353017,0.0374960959653971,0.0402927678851261,-0.194948229034906,0.0296649117174835,-0.0796264236781657,-0.100199689385527,-0.00430108924155384,-0.158364201745007
"28.086/1833.66887821246",-0.0964585806229685,-0.0454060086319517,0.0272528564643999,-0.0116075101239067,-0.00763684401786134,-0.00448921358625798,0.0994502031014665,0.0186850746682874,0.022356045587763,-0.0341733923540222,0.0361786711298902,0.148440009681579,-0.0590591267288952,-0.0177387360258863,0.0120506908941926,0.0381412100231001,-0.0955976475982645,0.0681794534208637,0.123912943755941,0.126466575365124,-0.056104398512145,-0.0218495866848029,-0.000408768070137527,-0.15227302133861
"28.435/1846.97628307786",-0.0961824291670204,0.020662409831485,6.12143895175654e-05,-0.00912055180929434,-0.117351168213654,-0.00385133564316016,0.0351697089089644,-0.0133224103861057,0.0285015222858944,-0.0196344962928437,0.132113144082503,0.0218550712059156,-0.0283756255636451,0.00774700047855196,0.000198997907336595,0.0320559152825788,0.0105817145462543,-0.0174447377198694,-0.0147615629994222,0.0666743091636775,-0.0433202090658715,-0.0137905840726436,-0.00798649296597027,-7.25999654811939e-06
"30.206/1915.20019180053",-0.062520013452061,0.267357760822744,-0.0736911563742269,-0.00565160114997605,-0.312023301709223,0.0165081247463651,0.185850357512215,-0.247749381896973,-0.251580093011866,0.0420638279425299,-0.0154220676945909,0.0633644611776826,-0.0200658850591871,0.115434147554949,-0.0790157344515702,0.0856005654126941,0.0443920638526341,0.29472068732215,-0.246190402696479,-0.0488639706855137,-0.0232682085500394,-0.0372402029502443,-0.0181141382769068,-0.0456361455667113
"32.534/2008.66234531526",-0.156951281356052,0.0670136131652635,0.286998666072554,0.164905828021049,-0.0194103511502851,0.191205862567265,-0.160296270132418,0.169327210528447,-0.219458250136495,-0.0552561680965922,-0.0251617071030093,0.0489041725589622,0.0646082359158484,0.167400584265617,0.145360454964409,0.220164375593939,0.218288188564756,0.002978630007796,0.0250823558785433,-0.0141169823999363,0.30696130802371,-0.181545271301845,0.170237842808902,0.0067954071874944
"34.508/2091.7501473188",0.164552326977367,0.124329130545536,0.467727489811677,-0.0787995249892702,0.00164538551454627,0.156706136741132,0.147135761832071,-0.0787122848872464,0.200442241207937,-0.227210232314404,-0.0277834120298889,-0.259101774248064,-0.154255474474437,-0.206459828468827,-0.172124771607431,0.0879588879803882,0.182347055203547,0.0844598526646147,0.197247501929098,-0.127498699800908,-0.0175022108936877,-0.182328919536732,-0.15325173438692,-0.0518943536330338
