"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24"
"17.351/1457.75261069949",0.106088877108672,0.0448152594555904,-0.0904661300046958,0.185407712355596,0.0368399904036696,0.005530701647858,0.0133711947638319,0.0375945471998519,-0.00692452176577075,0.31293402850589,0.0469228890197065,0.151787392087959,-0.361506874565768,-0.231323089833076,0.167742762484717,0.0503710313440091,0.272002222774822,-0.0127645928104661,-0.0475541111749217,0.226631970392641,0.419804227687085,-0.0968479756661013,-0.248052984625479,-0.0159080936527931
"17.578/1465.00495887054",-0.101597166000671,0.0425332308429419,0.00324615715132551,-0.0133690516761058,0.066545136065782,-0.00848340804949432,-0.0192136014874431,0.00117721126990365,0.00548639262165086,0.00274735232749477,-0.0010642697466128,0.0102350950281309,0.00861467390969955,0.009240359178398,-0.0386802984049983,0.0120048081537054,0.0478149102176026,-0.000904212820495849,-0.0140126415483171,-0.0047760472825496,0.0142029764687874,0.0175335674228615,-0.0140026365992951,0.0297981882281617
"18.073/1481.44580246193",-0.0874292751687248,0.241737569353356,-0.0362195516532474,-0.0298797571761639,0.152537111099986,-0.0278896569978422,0.16603140130289,0.0588825177780224,-0.0477102621696672,0.171184488292403,-0.0549480809894422,-0.00915062728121032,0.0513433521000776,-0.0821868733239023,-0.109187213494338,0.138939651660582,-0.125512785995629,-0.176766351624283,0.193839966687957,-0.0128658716148809,-0.0242568504223665,0.0335894289467178,0.00901885142311059,0.17000411728449
"18.481/1494.83475293157",-0.08115630942339,0.193408964329036,-0.0229226760811774,-0.0356692067100832,0.323230176292432,-0.015981083045711,0.127309243512013,-0.142223363196541,-0.135328477429774,0.113262813283581,0.182168709699617,-0.0540923663452674,-0.0643241121717793,0.241509148164175,0.0117414299235898,-0.0584221852531826,-0.0540471597174229,0.191679177525226,0.253217462811567,0.015078302730927,0.0377321492836879,0.0675563303708003,-0.0270557075836802,-0.0650050411813577
"18.545/1496.93498045622",0.0593522794431169,0.0640227179078236,0.427307309031182,0.0238669605588642,-0.0479583000707269,-0.75473532739554,-0.0383479332962622,-0.0167475665192794,-0.0655813071593405,-0.0762108134116342,0.0317581408698188,0.0842281184236183,0.230226166335835,0.125371620075403,0.118864283132299,0.0916997897293821,0.0453451612698932,-0.014942324779946,0.0472409580556126,0.00789299535962454,0.0494338678378247,-0.0779534772090998,-0.00239046184169489,0.0202968667059234
"18.959/1510.7521008806",-0.141494503063568,-0.131477271409426,0.0705960234549531,-0.00893992706899242,0.0491541170543726,-0.0191056398095687,0.341420366411977,0.316741584868559,0.0214425953625137,0.17646425389358,-0.399317068522656,0.051437010588969,0.0925851510989762,0.00901627266649602,-0.134664923428842,-0.0232784374880049,0.0730838429478228,-0.00231263538903125,0.046867916739578,0.133246250064684,-0.0409517239785928,-0.0593996065198746,0.0157802582498975,0.0756821045272184
"19.117/1516.05101522599",0.035814720918078,0.0430977144640375,0.321501848715221,0.384704533397488,-0.013728546917014,0.0615259806229013,-0.0872093326144851,-0.0752785680355532,0.00323302964390862,0.421091321600888,0.170798822482274,0.310142629539477,0.123089354818846,-0.161770897462423,-0.112872454627306,-0.307713577642334,0.0285092959785796,0.0242544233670939,-0.0592771107778837,-0.0112140049812191,-0.0694047188849602,0.0987807295169734,0.130588127538764,0.0557703136860734
"19.858/1540.90225275726",0.093262730479317,0.0453570196085627,-0.0119447314527004,0.111363905957906,0.0251726325349775,-0.00620356263977476,0.0425905344577767,0.0253298352094708,0.0108985565529727,0.0349288195004751,0.0205679820916673,0.0187598414072336,0.0133434379166165,-0.0326376913120536,0.083741851641408,0.0618997522101611,-0.0405206661578044,-0.0181673327923845,-0.0347525862962361,0.0731511384982041,-0.0103402278055841,0.114239037536851,-0.251936718823101,0.0592265553710348
"20.097/1548.91769914048",-0.124100879071664,0.000383540916951528,0.026694830886205,-0.0133875804783457,-0.0357208191834128,0.0079020600927366,0.167142881270998,0.154189569118862,0.178753897966766,-0.132724730303608,0.131392788308479,0.452699995597272,-0.235359781965113,0.28087406974932,0.010591518944595,-0.0340610274495039,-0.11481814339049,0.0370475605784433,0.109759618724314,-0.0515605907830977,-0.021758573711164,0.027407193322535,-0.0489226606705937,0.090840730655559
"20.544/1563.9089314974",-0.104358569749075,-0.0285317208048529,0.0317717413285151,-0.0094587458738578,0.0529617226212596,-0.00523465926174785,0.16400840109071,0.0750565746641235,-0.0253243111075164,0.038986415547089,-0.140848732741411,0.0602975792895326,-0.00311763705400524,0.040294754739348,0.0189093522291639,-0.0625768049941741,0.0241195334314429,0.0139952669061634,-0.167843811651496,-0.195418672402874,0.0756728856136221,-0.00910589516450646,-0.010018188540857,-0.219627769287104
"20.574/1564.91505447437",-0.108712595532228,0.0900259385521481,-0.0134250721978857,-0.0101218589172125,-0.0122973535395422,0.000337695770106336,-0.0687119268457013,-0.124737915737022,-0.073774317081538,-0.0767387710191309,-0.0980161491282159,0.0838595375490468,0.00961341176503782,-0.145976275891309,0.0376822885898255,-0.0235494108003677,-0.00977406093329934,-0.200219277263129,0.0130644562451837,-0.0356669441642937,0.00891822711422695,-0.00324667188095955,-0.00849337363281697,-0.0727793754921493
"20.758/1571.08594206648",-0.115646454330164,0.0815258649313553,-0.00291206245084802,-0.0145851315369908,0.0338442632734137,-0.0135012444244748,-0.0352719381785363,0.0607367976630356,0.0838839939285272,-0.0434113191948447,0.00074512181301239,0.0779386662997591,-0.0158305219890236,-0.13131204926999,0.0649237522741944,-0.0150765814213626,-0.0949314146898704,-0.10442129238876,0.0104671276785605,-0.00406433601107549,-0.0243470661896184,-0.0493609408883166,0.0147733067183449,-0.0458110914131465
"20.954/1577.65927884938",0.0941440739500948,0.0475330132239895,0.0127325737878194,-0.0327918791668463,0.0232230056531956,0.059740449052047,0.0762218704417851,0.027423094837359,0.014101604650992,-0.086973673108888,0.0735895946562094,0.0185973590287301,0.195251949636258,-0.0807145599481106,-0.1648528688231,-0.15963501877037,-0.112280218554046,0.0159251368929195,-0.0522646939439317,-0.0185897772235859,-0.0497779783500979,0.0505116953042393,0.0466035548099522,-0.0786645604097707
"20.982/1578.59832696122",-0.100645502272279,0.0304510514853526,0.00647756036420785,-0.0135763924218244,0.0454908973897856,-0.00919486567689324,0.00269673454417283,-0.00344879595757296,0.00177690987926341,-0.000792451652484567,0.00788890357091301,0.027843604881961,0.00733153423562256,-0.0467807574023208,-0.0323394618093974,0.059941034306942,0.00687259736764491,-0.00325698518013237,-0.0661698004762609,-0.0137454560246681,-0.00705670461448298,-0.00125233460010027,-0.00690004933456715,0.220861700990573
"21.413/1593.05296039708",-0.0907684011000509,0.258142614075514,-0.0511375022287894,-0.0218983463059885,0.113780538971868,-0.0194698027054154,-0.0729071075147063,-0.0583323481501715,-0.0629414523380026,0.0427431381736824,-0.109492828067384,0.0212010456790946,0.0720272284828059,-0.235391160250611,-0.0861118935911581,0.188024458249178,-0.117622765369514,0.151280237171807,-0.0564581805354571,0.0622252133377584,-0.0608799113905974,-0.0589693684127102,0.0308412731867086,-0.187503238399134
"21.633/1600.45331372332",-0.117171919793285,0.0552261435245127,-0.0135544039323822,-0.00206759131207156,-0.222022031708773,0.0013208066847213,-0.0205595797968191,-0.0349886419697089,-0.037443335290666,-0.043892442434276,-0.168278817013774,0.122261173090603,0.0537998025799868,-0.17635624700482,-0.11792250609658,0.12179154944252,0.02093402597571,-0.0271554404584193,0.0913466789462005,0.198849577575116,-0.0658177119417012,-0.0172245144180106,0.00342287014199132,-0.0012898397894699
"21.645/1600.87640653175",0.0937969652049919,0.0475139149954824,0.0182424914713623,-0.0964403325738595,0.014015209164965,0.0215743488177966,0.0409138524677365,0.102023791669409,-0.0792543887871364,-0.0840550314322031,0.0424813944247968,-0.0408616273121137,-0.0335962742575145,-0.080442024270855,-0.0983405467418913,-0.069050529668645,-0.0966465293629823,-0.0105426306283039,-0.0780869888508509,0.105149716259354,0.0712213768394947,0.145512574444357,-0.198075476628467,0.224491633461324
"22.124/1617.7648611349",-0.113217878024143,0.111285706172445,-0.0156553147824261,-0.0127781084310297,-0.00201791479843134,-0.0103484495509024,-0.0547821907030698,0.0325782183093543,0.0549255114919901,-0.0146153006628526,0.0225045971232126,0.00502083338724041,0.00753423452068792,-0.0330788949806833,-0.00526352846635719,0.00117041563962185,0.0332014172177945,0.00122687931537388,-0.133111784310705,0.0240115962229125,-0.0434063823015144,-0.056308390802145,0.00301170246457622,0.0750344953892255
"22.135/1618.15269620929",0.114685344865856,0.0738899404783914,0.200190431755175,-0.0663033929648643,0.00797352031272086,0.0475437435079255,0.0518838611992308,0.0790642966491478,-0.0629714554904166,-0.0238427413435118,0.157344414091544,0.118813995338943,0.175535111088313,-0.234269744851792,-0.159474170232826,-0.249986086306154,0.142610265275673,0.0935428740260663,0.0327498168104587,-0.115928509890199,-0.170817077094308,0.0957262664530272,-0.141987163030842,-0.0435845261677003
"22.263/1622.66568616587",-0.102222367437386,0.00111698663759539,0.0033428219890768,-0.00326925853279385,-0.0916485877347381,-0.00123028723639932,-0.0292281216534619,-0.163900094004887,-0.127790118509406,-0.0480105602600401,-0.113187429335235,-0.0829497590468019,0.0523112215273744,-0.221303442297757,0.187212726501333,-0.181078409910993,-0.0268672021082796,-0.0859047725147405,0.10745147979085,0.101641609771916,0.0133804720871325,-0.0770530484647284,0.0299320410399869,-0.231165799361098
"22.437/1628.8005318881",-0.090742933911657,-0.0237420039684361,0.0147141673971425,-0.00679540336281544,-0.0653790977516892,-0.00361094724294566,0.0525871566453173,-0.0015510888898328,-0.000510669251742933,-0.00962525614421635,0.0119939572305744,0.0158649124188998,-0.0026816369414627,-0.0221040340020787,0.0148290220450532,-0.0235256726185837,0.0259663788571959,-0.059435424495445,0.0222415847178408,0.133138679022863,-0.0678869586906744,-0.0448200567738905,0.000745195844237298,0.0360478911046343
"22.813/1642.05743988556",-0.109095925775797,0.0659040721451391,-0.00284993214070935,-0.0137003681144102,0.0114671029533554,-0.0098922230128369,-0.0160577027918808,-0.00646348468761224,0.0143963147138519,-0.0213851964299497,0.00464903961976279,0.0402694796655209,0.00476312910342274,-0.101514564011248,0.00353914394867821,0.0449655150386522,-0.024614291484247,-0.0106399131983459,-0.088833505676893,0.079715745060655,-0.0790025715179625,-0.0692240256529995,0.00963887995921707,-0.000680394118175884
"23.324/1660.07414197786",0.104452366591112,0.0337751203345145,-0.209077832507973,-0.144683744767615,0.039347566381137,-0.100107007483235,0.0998060760791784,-0.0367087526384585,0.144615119354704,0.0962378896414344,-0.0241930052595824,0.126810736600931,-0.0033979077768673,-0.12866876744803,0.348321952797391,0.175098893434996,0.446465915901519,0.0970902281750336,0.166730092987523,-0.257367342461309,-0.350423127172186,-0.0352241863283616,0.256995923546788,0.072872681943572
"23.476/1665.4333175513",-0.059485779168278,0.268577862180818,-0.072898267879112,-0.00639014026791529,-0.329495592878713,0.00320918739665427,0.153233636677738,-0.0956671554645858,-0.0869488139005151,0.0351330644390259,0.0695891031884166,0.0313672348109817,-0.0277028202778262,-0.016484312513831,0.0500712681961324,0.00244457279651771,-0.101130903925217,-0.0901224719492304,0.011678616342757,-0.226972566675935,0.0911436801896113,0.0333057263732581,-0.00232111071514407,0.0300893302197654
